data_venda,produto_id,produto_nome,categoria,canal_venda,regiao,cliente_tipo,quantidade,preco_unitario,custo_unitario,vendedor_id,estoque_disponivel
2024-07-06,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Física,2,670.18,460.46,V833,43
2023-10-28,P002,Kit Xenon,Iluminação,E-commerce,Sudeste,Pessoa Jurídica,2,575.72,302.3,V980,5
2023-07-24,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Física,7,517.71,370.22,V863,3
2023-03-22,P001,Sensor de Estacionamento,Segurança,Varejo,Sul,Pessoa Jurídica,5,688.48,434.76,V555,22
2022-12-27,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Jurídica,4,687.99,433.4,V848,41
2022-10-28,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Jurídica,3,657.48,378.52,V622,9
2020-09-07,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Jurídica,1,673.91,362.54,V592,4
2022-06-15,P005,Câmera de Ré,Segurança,Oficina,Centro-Oeste,Pessoa Física,10,688.96,401.75,V440,47
2023-06-29,P001,Sensor de Estacionamento,Segurança,Oficina,Sul,Pessoa Física,6,704.85,512.19,V396,47
2022-12-16,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Física,3,534.95,334.79,V687,45
2019-07-06,P001,Sensor de Estacionamento,Segurança,Oficina,Sudeste,Pessoa Física,3,614.51,324.7,V240,11
2023-09-16,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Física,6,185.13,133.91,V368,33
2025-01-31,P005,Câmera de Ré,Segurança,E-commerce,Centro-Oeste,Pessoa Jurídica,3,301.63,222.37,V766,44
2023-04-17,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Jurídica,2,698.3,392.27,V156,15
2020-07-21,P002,Kit Xenon,Iluminação,E-commerce,Sudeste,Pessoa Física,6,612.93,329.46,V520,42
2020-03-10,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Física,4,365.9,266.75,V844,48
2024-11-18,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Física,8,798.16,563.27,V317,17
2022-07-09,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Física,9,640.16,462.01,V268,40
2019-06-28,P002,Kit Xenon,Iluminação,Varejo,Norte,Pessoa Física,5,651.4,437.92,V618,22
2020-06-30,P005,Câmera de Ré,Segurança,E-commerce,Centro-Oeste,Pessoa Jurídica,8,775.95,435.08,V734,40
2022-03-21,P002,Kit Xenon,Iluminação,Oficina,Norte,Pessoa Física,9,184.19,96.03,V656,4
2019-11-12,P003,Central Multimídia,Som,Oficina,Sudeste,Pessoa Jurídica,5,698.98,522.18,V665,29
2020-05-02,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Jurídica,2,230.29,135.6,V797,14
2021-02-20,P002,Kit Xenon,Iluminação,Varejo,Sul,Pessoa Jurídica,3,350.9,270.78,V514,43
2022-09-25,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Física,4,261.49,162.36,V749,44
2023-03-02,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sul,Pessoa Física,2,472.93,360.3,V641,47
2024-05-22,P003,Central Multimídia,Som,Oficina,Sul,Pessoa Física,8,108.67,83.22,V399,45
2024-07-15,P003,Central Multimídia,Som,Varejo,Norte,Pessoa Jurídica,6,379.85,277.09,V106,5
2022-02-09,P005,Câmera de Ré,Segurança,Oficina,Sudeste,Pessoa Jurídica,6,548.75,427.27,V265,43
2019-12-09,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Jurídica,1,525.12,359.54,V319,4
2022-03-17,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Jurídica,3,503.98,265.03,V665,1
2022-09-24,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Jurídica,10,746.12,374.17,V357,40
2024-04-18,P004,Filtro de Ar Esportivo,Performance,Varejo,Sul,Pessoa Física,9,730.92,414.65,V743,10
2021-02-08,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Física,5,474.07,307.89,V545,1
2021-10-13,P003,Central Multimídia,Som,Varejo,Sul,Pessoa Jurídica,8,713.46,472.43,V390,29
2020-11-21,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Jurídica,8,679.86,501.37,V915,22
2020-09-24,P002,Kit Xenon,Iluminação,Oficina,Norte,Pessoa Física,1,185.61,104.88,V995,22
2022-07-13,P003,Central Multimídia,Som,E-commerce,Sudeste,Pessoa Jurídica,5,153.19,101.27,V231,12
2021-12-16,P002,Kit Xenon,Iluminação,Varejo,Norte,Pessoa Jurídica,2,550.7,402.56,V189,49
2020-09-10,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Física,5,103.34,63.97,V491,47
2021-11-20,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Jurídica,3,164.22,97.95,V154,36
2021-08-05,P002,Kit Xenon,Iluminação,Varejo,Sul,Pessoa Jurídica,4,356.7,183.53,V796,29
2023-09-05,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Jurídica,5,750.15,450.88,V831,27
2024-09-20,P004,Filtro de Ar Esportivo,Performance,Oficina,Norte,Pessoa Física,5,376.63,289.92,V213,38
2022-06-01,P002,Kit Xenon,Iluminação,Varejo,Sudeste,Pessoa Jurídica,10,146.81,94.56,V311,10
2022-06-21,P002,Kit Xenon,Iluminação,Oficina,Sudeste,Pessoa Física,2,502.05,284.43,V882,30
2022-05-02,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Física,10,646.77,410.67,V345,15
2019-10-15,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Física,9,592.04,447.25,V399,28
2024-01-03,P002,Kit Xenon,Iluminação,Varejo,Sul,Pessoa Jurídica,5,438.17,343.24,V535,37
2021-11-05,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Jurídica,5,600.74,442.91,V439,42
2019-10-16,P002,Kit Xenon,Iluminação,Varejo,Norte,Pessoa Física,10,761.89,534.76,V204,14
2022-04-30,P005,Câmera de Ré,Segurança,E-commerce,Centro-Oeste,Pessoa Física,7,290.15,209.55,V608,4
2023-11-29,P004,Filtro de Ar Esportivo,Performance,Varejo,Centro-Oeste,Pessoa Física,10,312.98,225.88,V419,27
2020-04-07,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Jurídica,4,463.42,291.12,V696,9
2021-05-07,P003,Central Multimídia,Som,E-commerce,Sul,Pessoa Física,1,566.77,364.94,V654,17
2023-08-21,P003,Central Multimídia,Som,Oficina,Sul,Pessoa Física,10,616.4,337.36,V299,33
2019-12-16,P002,Kit Xenon,Iluminação,Varejo,Sudeste,Pessoa Física,5,252.57,196.42,V621,39
2019-07-18,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sul,Pessoa Jurídica,2,609.98,416.8,V869,18
2020-04-03,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,10,355.74,182.92,V598,25
2021-01-04,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sudeste,Pessoa Jurídica,6,608.32,437.54,V725,16
2024-02-22,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Física,10,673.67,375.93,V410,49
2024-10-16,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Física,8,613.91,331.1,V625,22
2023-12-14,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Jurídica,2,273.14,201.97,V372,44
2021-03-26,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,5,395.49,238.29,V213,19
2023-02-21,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Jurídica,3,231.53,155.03,V232,23
2020-04-19,P005,Câmera de Ré,Segurança,Oficina,Centro-Oeste,Pessoa Jurídica,10,197.17,103.26,V337,17
2025-02-17,P004,Filtro de Ar Esportivo,Performance,Oficina,Nordeste,Pessoa Jurídica,2,515.85,374.87,V533,14
2021-04-25,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Física,4,420.79,301.45,V834,24
2023-07-29,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Física,8,140.59,110.25,V388,36
2021-01-19,P002,Kit Xenon,Iluminação,E-commerce,Sudeste,Pessoa Jurídica,4,716.03,375.38,V230,4
2019-09-09,P003,Central Multimídia,Som,Varejo,Norte,Pessoa Física,8,736.06,439.27,V949,37
2024-12-13,P002,Kit Xenon,Iluminação,Oficina,Sudeste,Pessoa Jurídica,5,247.92,168.99,V762,28
2021-10-24,P002,Kit Xenon,Iluminação,Oficina,Sudeste,Pessoa Jurídica,10,715.67,411.93,V929,44
2024-09-05,P004,Filtro de Ar Esportivo,Performance,E-commerce,Norte,Pessoa Jurídica,4,204.36,131.88,V685,41
2022-07-22,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Jurídica,10,423.35,323.96,V758,23
2020-07-29,P002,Kit Xenon,Iluminação,Oficina,Norte,Pessoa Física,6,237.48,158.1,V625,2
2021-03-13,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Física,4,521.59,401.92,V621,16
2022-01-14,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Física,1,150.9,83.95,V964,38
2025-04-04,P002,Kit Xenon,Iluminação,Oficina,Sudeste,Pessoa Física,9,528.17,299.53,V943,16
2022-02-19,P003,Central Multimídia,Som,Varejo,Centro-Oeste,Pessoa Jurídica,8,762.55,434.14,V342,43
2025-01-03,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Física,3,186.31,119.27,V794,40
2021-09-28,P005,Câmera de Ré,Segurança,Oficina,Sul,Pessoa Jurídica,3,520.67,277.79,V855,16
2025-01-03,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Jurídica,5,690.7,536.13,V854,46
2019-05-13,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Jurídica,10,102.09,58.8,V397,23
2020-02-21,P003,Central Multimídia,Som,Varejo,Norte,Pessoa Jurídica,4,295.79,176.39,V358,3
2023-05-26,P001,Sensor de Estacionamento,Segurança,Oficina,Nordeste,Pessoa Jurídica,2,713.0,539.35,V521,2
2020-05-29,P002,Kit Xenon,Iluminação,Varejo,Centro-Oeste,Pessoa Física,1,313.35,201.92,V777,38
2019-09-08,P002,Kit Xenon,Iluminação,Varejo,Norte,Pessoa Física,7,198.2,108.6,V423,5
2024-06-12,P001,Sensor de Estacionamento,Segurança,E-commerce,Nordeste,Pessoa Jurídica,1,558.8,372.52,V471,8
2021-03-21,P004,Filtro de Ar Esportivo,Performance,Oficina,Sul,Pessoa Física,4,442.94,293.66,V205,43
2021-01-12,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Jurídica,5,218.21,157.92,V798,27
2020-10-16,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Física,7,541.69,338.81,V519,33
2021-04-09,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Física,2,618.0,403.59,V967,24
2021-04-25,P001,Sensor de Estacionamento,Segurança,Oficina,Centro-Oeste,Pessoa Jurídica,3,388.7,290.04,V601,25
2025-04-07,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Jurídica,5,462.98,292.59,V379,46
2023-07-31,P003,Central Multimídia,Som,Oficina,Sudeste,Pessoa Jurídica,9,650.42,356.42,V831,27
2023-03-29,P002,Kit Xenon,Iluminação,E-commerce,Norte,Pessoa Jurídica,6,505.68,308.18,V222,28
2019-11-03,P005,Câmera de Ré,Segurança,Varejo,Centro-Oeste,Pessoa Jurídica,2,288.0,149.58,V403,37
2021-05-18,P004,Filtro de Ar Esportivo,Performance,Varejo,Norte,Pessoa Física,8,341.4,191.59,V388,40
2024-08-04,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Física,9,490.67,369.37,V406,27
2025-02-21,P001,Sensor de Estacionamento,Segurança,E-commerce,Sudeste,Pessoa Física,5,666.02,446.26,V948,36
2022-11-05,P003,Central Multimídia,Som,Oficina,Nordeste,Pessoa Física,3,373.27,238.16,V529,5
2024-08-28,P002,Kit Xenon,Iluminação,Oficina,Sul,Pessoa Jurídica,3,795.54,441.54,V867,18
2022-03-12,P004,Filtro de Ar Esportivo,Performance,Varejo,Nordeste,Pessoa Física,1,458.6,351.4,V269,26
2024-03-11,P003,Central Multimídia,Som,E-commerce,Norte,Pessoa Física,6,509.44,267.89,V567,23
2024-01-01,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Física,5,745.11,577.45,V617,2
2022-06-15,P001,Sensor de Estacionamento,Segurança,E-commerce,Nordeste,Pessoa Jurídica,10,690.05,545.14,V179,16
2022-03-17,P003,Central Multimídia,Som,E-commerce,Sul,Pessoa Física,10,763.88,603.9,V779,9
2020-07-16,P001,Sensor de Estacionamento,Segurança,Varejo,Norte,Pessoa Física,10,652.8,454.51,V487,0
2024-03-03,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Física,3,623.38,479.24,V901,1
2019-10-01,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Física,8,457.55,301.76,V768,0
2019-08-29,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sul,Pessoa Jurídica,2,261.55,182.81,V996,35
2020-04-17,P003,Central Multimídia,Som,Varejo,Sul,Pessoa Física,2,202.86,122.24,V691,31
2019-10-14,P005,Câmera de Ré,Segurança,Oficina,Centro-Oeste,Pessoa Jurídica,2,675.02,405.31,V234,12
2024-12-22,P003,Central Multimídia,Som,Varejo,Sudeste,Pessoa Jurídica,9,442.92,296.08,V173,46
2020-03-11,P001,Sensor de Estacionamento,Segurança,Varejo,Centro-Oeste,Pessoa Jurídica,1,134.13,85.68,V237,6
2020-07-11,P003,Central Multimídia,Som,Oficina,Sudeste,Pessoa Jurídica,7,724.66,373.52,V710,25
2021-11-19,P004,Filtro de Ar Esportivo,Performance,Varejo,Sul,Pessoa Jurídica,5,591.73,426.92,V981,38
2024-08-23,P005,Câmera de Ré,Segurança,E-commerce,Centro-Oeste,Pessoa Física,10,391.94,234.42,V417,12
2024-08-25,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sudeste,Pessoa Jurídica,8,328.07,170.39,V854,15
2022-03-05,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sudeste,Pessoa Jurídica,9,748.09,547.71,V132,23
2024-04-29,P001,Sensor de Estacionamento,Segurança,Varejo,Sul,Pessoa Jurídica,3,698.64,470.29,V858,22
2019-11-16,P004,Filtro de Ar Esportivo,Performance,Varejo,Nordeste,Pessoa Jurídica,9,541.17,287.06,V568,9
2021-10-15,P003,Central Multimídia,Som,Varejo,Centro-Oeste,Pessoa Física,9,763.53,382.63,V255,40
2024-07-24,P001,Sensor de Estacionamento,Segurança,Varejo,Norte,Pessoa Física,2,556.61,427.31,V853,39
2024-06-11,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Física,5,639.63,474.16,V223,35
2022-01-09,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Jurídica,3,119.56,69.38,V288,47
2019-11-26,P002,Kit Xenon,Iluminação,Varejo,Nordeste,Pessoa Física,8,575.75,297.85,V346,7
2021-05-20,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Jurídica,2,547.31,417.73,V506,4
2023-07-31,P002,Kit Xenon,Iluminação,E-commerce,Norte,Pessoa Física,1,727.92,576.71,V249,0
2020-08-11,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Física,3,649.57,330.78,V335,47
2022-10-28,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Jurídica,1,300.53,175.4,V422,4
2021-10-30,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Física,4,215.4,153.73,V218,45
2022-06-18,P004,Filtro de Ar Esportivo,Performance,Oficina,Norte,Pessoa Física,4,155.82,107.01,V969,3
2021-03-25,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Jurídica,4,375.57,300.33,V982,41
2021-12-31,P004,Filtro de Ar Esportivo,Performance,Oficina,Nordeste,Pessoa Física,5,433.74,318.88,V474,35
2020-01-25,P002,Kit Xenon,Iluminação,E-commerce,Nordeste,Pessoa Física,8,540.12,401.31,V404,37
2025-03-23,P005,Câmera de Ré,Segurança,Varejo,Centro-Oeste,Pessoa Física,10,585.23,391.19,V608,37
2020-03-13,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sudeste,Pessoa Jurídica,2,358.4,232.84,V552,39
2025-01-16,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Física,4,630.59,391.12,V371,17
2020-01-24,P005,Câmera de Ré,Segurança,Varejo,Sudeste,Pessoa Jurídica,1,365.17,252.91,V726,30
2024-02-20,P003,Central Multimídia,Som,Oficina,Nordeste,Pessoa Jurídica,9,551.29,364.56,V909,40
2022-01-24,P003,Central Multimídia,Som,Varejo,Centro-Oeste,Pessoa Jurídica,4,795.29,566.87,V642,49
2020-02-21,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Jurídica,4,262.46,203.44,V543,19
2020-02-19,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Física,3,264.41,211.22,V188,49
2022-03-14,P001,Sensor de Estacionamento,Segurança,Varejo,Centro-Oeste,Pessoa Física,6,787.45,497.07,V498,47
2024-11-13,P001,Sensor de Estacionamento,Segurança,Oficina,Sul,Pessoa Física,4,725.46,457.18,V671,33
2021-08-13,P004,Filtro de Ar Esportivo,Performance,Oficina,Centro-Oeste,Pessoa Jurídica,2,787.79,500.2,V730,25
2023-05-31,P005,Câmera de Ré,Segurança,E-commerce,Norte,Pessoa Física,8,561.74,411.49,V637,22
2020-09-16,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Jurídica,9,261.79,162.54,V813,35
2025-01-10,P001,Sensor de Estacionamento,Segurança,Varejo,Centro-Oeste,Pessoa Física,6,660.67,488.25,V792,22
2024-01-04,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Física,6,575.92,339.09,V928,31
2023-03-06,P004,Filtro de Ar Esportivo,Performance,Varejo,Sudeste,Pessoa Jurídica,8,299.15,190.75,V646,40
2021-08-19,P004,Filtro de Ar Esportivo,Performance,Varejo,Nordeste,Pessoa Jurídica,3,277.33,161.98,V436,39
2022-12-01,P002,Kit Xenon,Iluminação,E-commerce,Nordeste,Pessoa Física,1,462.63,244.63,V725,44
2020-03-11,P002,Kit Xenon,Iluminação,Varejo,Sul,Pessoa Física,9,108.88,66.51,V853,12
2024-06-14,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Física,6,751.58,577.95,V960,37
2024-10-08,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Jurídica,5,390.02,212.29,V870,19
2020-04-04,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,6,482.07,283.87,V443,37
2020-03-31,P001,Sensor de Estacionamento,Segurança,Varejo,Sudeste,Pessoa Jurídica,10,343.64,227.6,V619,2
2020-01-06,P003,Central Multimídia,Som,E-commerce,Sul,Pessoa Jurídica,6,708.54,385.1,V535,29
2019-12-11,P002,Kit Xenon,Iluminação,Varejo,Norte,Pessoa Física,5,537.51,384.41,V162,31
2024-02-05,P005,Câmera de Ré,Segurança,E-commerce,Sul,Pessoa Jurídica,7,229.45,117.07,V674,15
2024-08-16,P001,Sensor de Estacionamento,Segurança,E-commerce,Sul,Pessoa Física,7,615.08,367.63,V118,36
2020-07-14,P003,Central Multimídia,Som,E-commerce,Sudeste,Pessoa Física,3,422.77,314.21,V980,25
2022-12-13,P001,Sensor de Estacionamento,Segurança,Oficina,Sudeste,Pessoa Física,6,355.82,185.6,V974,32
2021-11-16,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Física,3,591.92,467.32,V328,2
2024-07-05,P005,Câmera de Ré,Segurança,Varejo,Sudeste,Pessoa Jurídica,5,205.43,131.14,V366,44
2021-12-04,P004,Filtro de Ar Esportivo,Performance,Varejo,Centro-Oeste,Pessoa Jurídica,6,356.58,283.14,V473,36
2019-06-22,P003,Central Multimídia,Som,Varejo,Sul,Pessoa Física,9,234.17,127.04,V240,42
2020-05-07,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Física,1,411.53,327.79,V729,47
2023-06-02,P001,Sensor de Estacionamento,Segurança,Oficina,Sul,Pessoa Jurídica,4,767.42,421.0,V314,28
2022-10-29,P004,Filtro de Ar Esportivo,Performance,Oficina,Sudeste,Pessoa Física,2,725.87,402.41,V107,18
2024-11-05,P003,Central Multimídia,Som,E-commerce,Nordeste,Pessoa Jurídica,3,459.83,344.45,V636,16
2021-02-20,P004,Filtro de Ar Esportivo,Performance,E-commerce,Sudeste,Pessoa Jurídica,9,469.65,291.48,V990,46
2020-06-03,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Física,9,780.53,535.51,V368,42
2021-06-11,P003,Central Multimídia,Som,Oficina,Centro-Oeste,Pessoa Física,6,110.11,76.64,V520,2
2023-05-06,P002,Kit Xenon,Iluminação,Oficina,Sudeste,Pessoa Jurídica,10,362.58,262.84,V639,19
2023-10-12,P004,Filtro de Ar Esportivo,Performance,E-commerce,Centro-Oeste,Pessoa Física,6,610.15,422.95,V743,7
2020-11-30,P001,Sensor de Estacionamento,Segurança,Oficina,Sudeste,Pessoa Física,7,500.9,334.28,V112,4
2021-03-08,P004,Filtro de Ar Esportivo,Performance,E-commerce,Norte,Pessoa Física,10,256.13,149.31,V494,36
2020-07-08,P005,Câmera de Ré,Segurança,Oficina,Sul,Pessoa Física,10,602.93,368.74,V399,35
2024-07-27,P001,Sensor de Estacionamento,Segurança,Varejo,Nordeste,Pessoa Física,5,537.83,403.97,V482,18
2019-10-24,P003,Central Multimídia,Som,Varejo,Nordeste,Pessoa Física,3,643.84,464.37,V733,0
2021-10-11,P001,Sensor de Estacionamento,Segurança,E-commerce,Nordeste,Pessoa Física,6,196.75,152.42,V336,5
2021-03-12,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Jurídica,6,296.75,230.89,V340,2
2025-05-01,P005,Câmera de Ré,Segurança,Varejo,Sudeste,Pessoa Física,5,160.01,90.5,V372,14
2020-11-16,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Física,5,441.99,293.98,V447,13
2025-02-20,P004,Filtro de Ar Esportivo,Performance,E-commerce,Nordeste,Pessoa Física,7,399.9,217.98,V814,29
2023-09-29,P003,Central Multimídia,Som,E-commerce,Sudeste,Pessoa Jurídica,6,168.34,116.72,V911,20
2022-11-10,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Jurídica,5,328.73,220.25,V831,40
2022-10-03,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Jurídica,4,354.0,220.34,V826,6
2019-11-23,P005,Câmera de Ré,Segurança,E-commerce,Sudeste,Pessoa Física,8,506.37,322.86,V492,22
2022-04-20,P005,Câmera de Ré,Segurança,E-commerce,Nordeste,Pessoa Jurídica,3,189.33,138.17,V408,3
2024-04-12,P002,Kit Xenon,Iluminação,E-commerce,Sul,Pessoa Física,1,675.06,440.55,V181,44
2022-12-05,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Física,7,559.88,418.19,V579,34
2020-12-15,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Física,5,471.6,371.81,V554,3
2022-06-19,P002,Kit Xenon,Iluminação,E-commerce,Centro-Oeste,Pessoa Jurídica,10,228.5,176.06,V430,7
2020-08-24,P001,Sensor de Estacionamento,Segurança,Oficina,Norte,Pessoa Física,8,198.92,117.9,V839,1
2022-10-03,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Física,8,438.06,294.11,V914,41
2022-02-11,P001,Sensor de Estacionamento,Segurança,Varejo,Centro-Oeste,Pessoa Física,7,796.06,454.28,V801,5
2023-02-25,P003,Central Multimídia,Som,Oficina,Sul,Pessoa Jurídica,7,763.97,452.18,V457,31
2020-09-18,P003,Central Multimídia,Som,Oficina,Norte,Pessoa Jurídica,3,237.91,142.48,V130,36
2019-11-26,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Física,6,265.86,188.84,V221,18
2023-11-18,P002,Kit Xenon,Iluminação,Varejo,Centro-Oeste,Pessoa Jurídica,5,267.1,200.53,V118,19
2024-12-12,P002,Kit Xenon,Iluminação,Oficina,Centro-Oeste,Pessoa Física,9,555.25,397.12,V290,44
2024-11-21,P005,Câmera de Ré,Segurança,Oficina,Nordeste,Pessoa Jurídica,6,416.18,227.96,V394,2
2024-10-12,P003,Central Multimídia,Som,Varejo,Norte,Pessoa Jurídica,9,603.96,336.84,V401,28
2023-02-01,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Jurídica,5,638.71,507.16,V867,16
2019-11-23,P002,Kit Xenon,Iluminação,Oficina,Nordeste,Pessoa Jurídica,8,370.34,219.14,V997,3
2024-07-09,P001,Sensor de Estacionamento,Segurança,Oficina,Nordeste,Pessoa Jurídica,9,666.04,362.73,V541,34
2020-08-14,P003,Central Multimídia,Som,Oficina,Nordeste,Pessoa Física,6,373.22,244.38,V589,45
2025-03-21,P003,Central Multimídia,Som,Varejo,Sudeste,Pessoa Jurídica,9,613.9,447.29,V730,12
2023-03-27,P001,Sensor de Estacionamento,Segurança,Oficina,Sul,Pessoa Física,1,579.63,429.89,V748,20
2025-01-23,P003,Central Multimídia,Som,Oficina,Sudeste,Pessoa Jurídica,8,229.14,167.24,V134,44
2023-03-17,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Jurídica,6,642.14,450.0,V167,2
2023-05-03,P005,Câmera de Ré,Segurança,Oficina,Sul,Pessoa Jurídica,10,506.99,364.42,V393,28
2020-11-14,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Física,7,316.74,223.5,V646,47
2023-12-27,P004,Filtro de Ar Esportivo,Performance,Oficina,Nordeste,Pessoa Jurídica,9,383.56,273.38,V287,30
2021-11-05,P003,Central Multimídia,Som,E-commerce,Norte,Pessoa Física,3,680.0,405.69,V406,34
2024-02-25,P002,Kit Xenon,Iluminação,E-commerce,Sudeste,Pessoa Física,5,667.98,500.65,V330,33
2021-10-31,P005,Câmera de Ré,Segurança,Oficina,Norte,Pessoa Jurídica,2,148.11,91.79,V963,41
2021-01-18,P005,Câmera de Ré,Segurança,Varejo,Norte,Pessoa Física,1,211.19,165.63,V754,22
2021-11-25,P005,Câmera de Ré,Segurança,Varejo,Nordeste,Pessoa Jurídica,6,272.34,191.18,V614,18
2022-05-24,P002,Kit Xenon,Iluminação,E-commerce,Norte,Pessoa Física,1,550.87,304.86,V597,10
2022-05-26,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Jurídica,7,194.5,121.91,V299,14
2022-10-21,P001,Sensor de Estacionamento,Segurança,Oficina,Sudeste,Pessoa Física,8,696.3,513.71,V194,35
2020-05-14,P003,Central Multimídia,Som,Varejo,Norte,Pessoa Física,8,237.18,146.76,V122,41
2024-04-13,P003,Central Multimídia,Som,E-commerce,Centro-Oeste,Pessoa Jurídica,10,533.37,365.56,V202,34
2024-03-23,P002,Kit Xenon,Iluminação,E-commerce,Sudeste,Pessoa Jurídica,5,339.6,182.54,V444,20
2021-11-17,P002,Kit Xenon,Iluminação,Varejo,Nordeste,Pessoa Física,3,436.64,291.21,V781,34
